roster,name,year,csrankings_name,csrankings_name_alignment_date,status,reason,candidate_names,selected_affiliation,selected_homepage,acm_citation,scholar_name,scholar_affiliation,scholar_interests,dblp_name,dblp_information,evidence_urls
acm_fellows.csv,"Lipton, Richard",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For sustained excellence in research in virtually every aspect of theoretical computer science. He has produced some of the most influential work in the field.,,,,Richard J. Lipton,"affiliation: Georgia Institute of Technology affiliation: Princeton University, USA award (2014): Knuth Prize",https://awards.acm.org/award-recipients/lipton_2099257
acm_fellows.csv,"Lynch, Nancy",1997,Nancy A. Lynch,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Nancy A. Lynch,Massachusetts Inst. of Technology,https://people.csail.mit.edu/lynch,"For contributions to the theory of distributed computing, including mathematical models and proof techniques, algorithms and impossiblity results.",Nancy Lynch,"Professor of EECS, MIT","[""Distributed computing theory: Algorithms and lower bounds"", ""Modeling and verification"", ""Wireless networks"", ""Biological algorithms""]",Nancy A. Lynch,"affiliation: Massachusetts Institute of Technology (MIT), Computer Science and Artificial Intelligence Laboratory (CSAIL) award (2012): ACM Athena Lecturer award (2010): IEEE Emanuel R. Piore Award award (2007): Dijkstra Prize award (2007): Knuth Prize",https://awards.acm.org/award-recipients/lynch_2276129 | https://scholar.google.com/citations?user=LPTkkxUAAAAJ
acm_fellows.csv,"Menasce, Daniel A.",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For fundamental contributions to education and practice of computer networks and performance evaluation, and material contributions to the establishment of a strong computing industry in Brazil.",Daniel Menasce,"Professor of Computer Science, George Mason University","[""autonomic computing"", ""software performance engineering"", ""computer system performance evaluation"", ""service oriented architectures"", ""security""]",Daniel A. Menascé,affiliation: George Mason University,https://awards.acm.org/award-recipients/menasce_4050696
acm_fellows.csv,"Miller, Raymond",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For research contributions to the theory of parallel computation and for his distinguished service to the Computer Science community as an educator and leader.,,,,,,https://awards.acm.org/award-recipients/miller_1010750
acm_fellows.csv,"Perrott, Ron",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,The candidate has made fundamental contributions to the design and implementation of parallel languages and has been active in formulating IT policy at the UK and European levels.,Ron Perrott,"Professor, Oxford University","[""Parallel computing""]",Ronald H. Perrott,"affiliation: University of Oxford, UK affiliation: Queen's University Belfast, UK award: ACM Distinguished Service Award, 2015",https://awards.acm.org/award-recipients/perrott_3842507
acm_fellows.csv,"Pippenger, Nicholas",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For numerous contributions to the theory of computation, to communication theory and information theory, and to related areas of mathematics.",Nicholas Pippenger,"Emeritus Professor of Mathematics, Harvey Mudd College","[""Discrete Math"", ""Probability""]",Nicholas Pippenger,"affiliation: Princeton University, USA",https://awards.acm.org/award-recipients/pippenger_1421585
acm_fellows.csv,"Pratt, Vaughan Ronald",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"An outstanding computer scientist, with unusually diverse, original and deep accomplishments, like showing primes in NP, inventing dynamic logic, helping start SUN, and solidifying concurrency.",,,,Vaughan R. Pratt,"affiliation: Stanford University, USA",https://awards.acm.org/award-recipients/pratt_1324086
acm_fellows.csv,Raymond Reiter,1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Professor Reiter's fundamental contributions to artificial intelligence have important applications in perception, diagnostic reasoning, robotic control and database, and programming language semantics.",,,,Raymond Reiter,"affiliation: University of Toronto, Department of Computer Science, ON, Canada",
acm_fellows.csv,"Schneck, Paul",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For leadership in compiler and operating system software for extending the utility and capability of high-performance computers, including mainframes, vector processors, and parallel processors.",,,,Paul B. Schneck,,https://awards.acm.org/award-recipients/schneck_1045616
acm_fellows.csv,"Sedgewick, Robert",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For seminal work in the mathematical analysis of algorithms and pioneering research in algorithm animation.,Robert Sedgewick,Princeton University,"[""Algorithm science"", ""Analytic combinatorics"", ""Analysis of algorithms"", ""Algorithm engineering"", ""Data structures""]",Robert Sedgewick,"affiliation: Princeton University, USA",https://awards.acm.org/award-recipients/sedgewick_1183631
acm_fellows.csv,"Sevcik, Kenneth C",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For exceptional service to ACM and the computing profession, and for outstanding research contributions in data base systems and in computer/communication performance evaluation.",,,,Kenneth C. Sevcik,"affiliation: University of Toronto, Canada",https://awards.acm.org/award-recipients/sevcik_1127315
acm_fellows.csv,"Sharir, Micha",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,Algorithmic motion planning; properties of Davenport-Schinzel sequences and their applications in computiational geometry; arrangements of surfaces and their relevance to geometric algorithms; subexpotential randomized (combinatorial) algorithm for linear programming.,Micha Sharir,Tel Aviv University,"[""Computational Geometry"", ""Combinatorial Geometry""]",Micha Sharir,"affiliation: Tel Aviv University, Israel award (2025): Knuth Prize",https://awards.acm.org/award-recipients/sharir_1636810
acm_fellows.csv,"Shaw, Alan C",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"He is an outstanding researcher with contributions in operating systems, real-time systems, picture processing and software modelling. He has written seminal CS texts.",,,,Alan C. Shaw,"affiliation: University of Washington, Seattle, Washington, USA",https://awards.acm.org/award-recipients/shaw_1096734
acm_fellows.csv,"Shneiderman, Ben",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Ben Shneiderman has been a leader in the field of computer-human interaction, seeking to extend benefits of computing technology to a broad constituency.",Ben Shneiderman,"Professor Emeritus Computer Science, University of Maryland","[""HCI"", ""human-computer interaction"", ""information visualization"", ""human-centered AI""]",Ben Shneiderman,"affiliation: University of Maryland, College Park, USA",https://awards.acm.org/award-recipients/shneiderman_1238799
acm_fellows.csv,"Steiglitz, Kenneth",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For advancing the fields of signal processing, control theory, computer music, and combinatorial optimization from a computer science perspective.",,,,Kenneth Steiglitz,"affiliation: Princeton University, USA",https://awards.acm.org/award-recipients/steiglitz_2779957
acm_fellows.csv,"Weyuker, Elaine",1997,Elaine J. Weyuker,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Elaine J. Weyuker,University of Central Florida,https://www.cs.ucf.edu/person/elaine-weyuker,"For contributions to software engineering, specifically software testing and metrics, and the theory of computation.",Elaine Weyuker,"Distinguished Professor, University of Central Florida","[""Software Engineering"", ""Software Testing"", ""Software Fault Prediction"", ""Empirical Software Engineering"", ""Software Metrics""]",Elaine J. Weyuker,"affiliation: University of Central Florida, Orlando, USA affiliation (former): AT&T Inc. USA award (2008): Anita Borg Institute Women of Vision Awards",https://awards.acm.org/award-recipients/weyuker_1412071 | https://scholar.google.com/citations?user=xXjQoLIAAAAJ
acm_fellows.csv,"Wilensky, Robert",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For research contributions to the areas of natural language processing and digital libraries as well as outstanding leadership in Computer Science.,,,,Robert Wilensky,"affiliation: University of California, Berkeley, USA",https://awards.acm.org/award-recipients/wilensky_1570597
acm_fellows.csv,"Zanella, Paolo",1997,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Dr. Zanella has been a pioneer in using and advancing state of the art information technology in European research, most noticeably as leader of the Data Division of CERN.",,,,,,https://awards.acm.org/award-recipients/zanella_1025881
acm_fellows.csv,"Adrion, William Richards",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For leadership in computing through academic and government administration, service to professional societies, and research on reliable systems, software testing and analysis.",,,,W. Richards Adrion,"affiliation: University of Massachusetts Amherst, USA",https://awards.acm.org/award-recipients/adrion_1176312
acm_fellows.csv,"Aho, Alfred V",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to Interconnection Networks, High-Performance Computer Architecture, System Reliability, and Scheduling Techniques.",Alfred Aho,"Lawrence Gussman Professor of Computer Science, Columbia University","[""Programming languages and compilers"", ""theory"", ""software"", ""quantum computing..""]",Alfred V. Aho,"affiliation: Columbia University, New York City, USA award (2020): Turing Award award (2003): IEEE John von Neumann Medal",https://awards.acm.org/award-recipients/aho_1046358
acm_fellows.csv,"Ahuja, Narendra",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to computer vision including hierarchical representation, active sensing, analysis guided synthesis, multidimensional modeling, computational sensors, and multiprocessor architectures.",Narendra Ahuja,"Donald Biggar Willet Professor, University of Illinois at Urbana-Champagn","[""Computer Vision""]",Narendra Ahuja,,https://awards.acm.org/award-recipients/ahuja_1711084
acm_fellows.csv,"Akeley, Kurt B",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"In recognition of his contributions to the architecture, design, and realization of high performance 3D graphics hardware systems. These architectures define not only his company, but provide the high-performance 3D graphic facilities which enable scient",,,,Kurt Akeley,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/akeley_2777811
acm_fellows.csv,"Bajcsy, Ruzena",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For introducing the paradigm of Active Perception in the field of machine perception and establishing and maintaining a world class robotic and intelligent systems laboratory.,Ruzena bajcsy,Unknown affiliation,[],Ruzena Bajcsy,"affiliation: University of California, Berkeley, USA award (2009): Benjamin Franklin Medal award (2009): Anita Borg Institute Women of Vision Awards award (2003): ACM Distinguished Service Award award (2001): ACM - AAAI Allen Newell Award",https://awards.acm.org/award-recipients/bajcsy_1513548
acm_fellows.csv,"Bochmann, Gregor V",1996,Gregor von Bochmann,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Gregor V. Bochmann | Gregor v. Bochmann | Gregor von Bochmann,University of Ottawa,http://www.site.uottawa.ca/~bochmann,"In a seminal 1977 paper, Professor Bochmann proposed a formal model for designing communication protocols. This was followed by many papers enlarging upon the concepts, so establishing the field of protocol engineering.",Gregor v. Bochmann,University of Ottawa,[],Gregor von Bochmann,"affiliation: University of Ottawa, Canada affiliation: Université de Montréal, Canada",https://awards.acm.org/award-recipients/bochmann_1191212 | https://dblp.org/pid/b/GvBochmann | https://scholar.google.com/citations?user=nTTn0TIAAAAJ
acm_fellows.csv,"Borg, Anita",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to fault tolerant computing and memory system performance measurement; for her support of women in computing with her creation of 'systers' and the Grace Hopper Celebration of Women in Computing.,,,,Anita Borg,award (1995): EFF Pioneer Award,https://awards.acm.org/award-recipients/borg_4980071
acm_fellows.csv,"Dodd, George",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For pioneering contributions to associative network and relational database systems and sustained leadership role and management of innovative research and development for computer applications in the automotive industry.,,,,George G. Dodd,,https://awards.acm.org/award-recipients/dodd_4584082
acm_fellows.csv,"Encarnacao, Jose L.",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Jose Encarnacao was awarded the SIGGRAPH Steven A. Coons Award for Outstanding Creative Contributions to Computer Graphics for 1995. Dr. Jose Encarnacao is being recognized for his leadership in the international graphics standard efforts, and for his leadership in projects applying computer graphics to a broad range of industrial and medical applications.",,,,José L. Encarnação,"affiliation: Technische Universität Darmstadt, Germany award (1997): Konrad Zuse Medal",https://awards.acm.org/award-recipients/encarnacao_1154509
acm_fellows.csv,"Ferrante, Jeanne",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For the development of intermediate program representations for program optimization and parallelization that are fundamental to current optimizing compilers.,,,,Jeanne Ferrante,"affiliation: University of California, San Diego, USA",https://awards.acm.org/award-recipients/ferrante_2284206
acm_fellows.csv,"Frailey, Dennis",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For advances in real-time operating systems, optimizing compilers, computer architecture and software process; for leadership in computer science education; and for service to the computing profession.",Dennis Frailey,"Retired, Texas Instruments, Raytheon, SMU, UT Arlington","[""software engineering"", ""computer science"", ""engineering management"", ""software quality engineering"", ""cycle time reduction""]",Dennis J. Frailey,"affiliation: University of Texas at Arlington, TX, USA",https://awards.acm.org/award-recipients/frailey_1054683
acm_fellows.csv,"Graham, Robert M",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"He was a significant contributor to the deign and implementation of the Multics time-sharing system and the MAD compiler; SIGPLAN chairman; CACM department editor; National ACM Lecturer; University of Massachusetts Computer Science Department chairman; and author of the textbook, Principles of Systems Programming.",,,,Robert M. Graham,"affiliation: University of Massachusetts Amherst, USA",https://awards.acm.org/award-recipients/graham_1013218
acm_fellows.csv,"Harrison, Michael A",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For his rare combination of fundamental theoretical contributions in automata theory and formal languages, service to ACM, and entrepreneurial contributions.",,,,Michael A. Harrison,"affiliation: University of California, Berkeley, USA",https://awards.acm.org/award-recipients/harrison_1013374
acm_fellows.csv,"Heidelberger, Philip",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory and practice of efficient discrete event simulations.,Philip Heidelberger,IBM Research (Retired),[],Philip Heidelberger,affiliation: IBM Research,https://awards.acm.org/award-recipients/heidelberger_1759711
acm_fellows.csv,"Irwin, Mary Jane",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to computer arithmetic, digital signal processing architectures, and electronic CAD and outstanding service to ACM/SIG activities.",Mary Jane (Janie) Irwin,"Emerita Evan Pugh University Professor, CSE, Penn State University","[""Computer Architecture"", ""VLSI Design"", ""Electronic Design Automation""]",Mary Jane Irwin,"affiliation: Penn State, University Park, USA award (2010): ACM Athena Lecturer award (2007): Anita Borg Institute Women of Vision Awards award (2005): ACM Distinguished Service Award",https://awards.acm.org/award-recipients/irwin_1411388
acm_fellows.csv,"Jaffe, Jeffrey",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For outstanding achievements in the development of effective and influential distributed routing algorithms for peer networking and for many professional contributions to computer communication research.,,,,Jeff Jaffe,"affiliation: World Wide Web Consortium affiliation (former): Lucent Technologies, Bell Labs., Holmdel, NJ, USA affiliation (former): IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA affiliation (PhD 1979): Massachusetts Institute of Technology, Boston, MA, USA",https://awards.acm.org/award-recipients/jaffe_1816776
acm_fellows.csv,"Jones, Anita K",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the development of operating system and parallel system software and to the advancement of science and technology in the United States.,,,,Anita K. Jones,"affiliation: University of Virginia, Charlottesville, VA, USA affiliation (former): Carnegie Mellon University, Pittsburgh, PA, USA",https://awards.acm.org/award-recipients/jones_5056346
acm_fellows.csv,"Katz, Randy H.",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to computer system design, engineering education, and government service.",Randy Katz,"University of California, Berkeley","[""Computer Systems"", ""Communications Networks"", ""Distributed Systems"", ""Energy Efficiency in Systems""]",Randy H. Katz,"affiliation: University of California, Berkeley, USA award (2010): IEEE James H. Mulligan, Jr. Education Medal",https://awards.acm.org/award-recipients/katz_1398320
acm_fellows.csv,"Klawe, Maria",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For outstanding technical, educational, and disciplinary leadership, and for significant contributions to theoretical computer science and to educational applications of computing technology.",,,,Maria M. Klawe,"affiliation: Harvey Mudd College, Claremont, CA, USA award (2014): Anita Borg Institute Women of Vision Awards President of the ACM, 2002 to 2004",https://awards.acm.org/award-recipients/klawe_1960913
acm_fellows.csv,"Landweber, Lawrence H",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Lawrence H. Landweber has been a pioneer in the development of computer networks to support research and education. Accomplishments include his founding role in CSNET, the first community-based network, and his contribution to the internationalization of the Internet.",,,,Lawrence H. Landweber,"affiliation: University of Wisconsin, Madison, USA award (2012): Internet Hall of Fame",https://awards.acm.org/award-recipients/landweber_1036110
acm_fellows.csv,Larry Stockmeyer,1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For several fundamental contributions to computational complexity theory, which have significantly affected the course of this field.",,,,Larry J. Stockmeyer,award (2007): Dijkstra Prize,
acm_fellows.csv,"Lesk, Michael E",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For outstanding contributions to Unix, research in Information Retrieval, and the design and implementation of multimedia Digital Libraries.",,,,Michael E. Lesk,,https://awards.acm.org/award-recipients/lesk_1118207
acm_fellows.csv,"Levy, Henry M",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For exceptional contributions to computer science research in operating systems and computer architecture, to education (through publications and students), and to the ACM.",Henry M. Levy,"Professor and Wissner-Slivka Chair, Paul G. Allen School of Computer Science & Engineering","[""Operating Systems"", ""Distributed Systems"", ""Computer Architecture""]",Henry M. Levy,"affiliation: University of Washington, Seattle, Washington, USA",https://awards.acm.org/award-recipients/levy_1741685
acm_fellows.csv,"Muntz, Richard R",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory of queuing networks and their application to computer system performance evaluation.,Richard R. Muntz,"Professor of Computer Science, UCLA","[""Database management"", ""performance evaluation"", ""data mining"", ""storage""]",Richard R. Muntz,"affiliation: University of California, Los Angeles, USA",https://awards.acm.org/award-recipients/muntz_2656122
acm_fellows.csv,"Nance, Richard E",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Dr. Nance's fundamental work in simulation environments has changed the profession. His unfailing effectiveness as editor, committee chair, and conference organizer helps make ACM successful.",,,,Richard E. Nance,,https://awards.acm.org/award-recipients/nance_1074814
acm_fellows.csv,"Nishizeki, Takao",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to the design and analysis of efficient algorithms for planar graphs, network flows and VLSI routing.",Takao Nishizeki,Tohoku University (Emeritus Professor),"[""Algorithm"", ""Graph Algorithms"", ""Graph Drawing"", ""Discrete Mathematics"", ""Secret sharing""]",Takao Nishizeki,"affiliation: Tohoku University, Japan",https://awards.acm.org/award-recipients/nishizeki_3042207
acm_fellows.csv,"Preas, Bryan",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For excellence in physical design research, promotion of design automation through conference leadership, and pioneering effort in electronic design automation publications.",,,,Bryan Preas,,https://awards.acm.org/award-recipients/preas_2878536
acm_fellows.csv,"Rao, TRN",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For outstanding contributions to error-control coding theory and fault tolerant systems; and service to ACM Lectureship and Chapter activities.,,,,T. R. N. Rao,"affiliation: University of Louisiana at Lafayette, USA",https://awards.acm.org/award-recipients/rao_1788686
acm_fellows.csv,"Reingold, Edward M",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For significant research and educational contributions to data structures and the analysis of combinatorial algorithms.,Edward M Reingold,"Prof Emeritus Comp Sci, UIUC & Ill Inst of Tech","[""algorithms"", ""data structures"", ""calendars""]",Edward M. Reingold,"affiliation: University of Illinois, USA",https://awards.acm.org/award-recipients/reingold_1148444
acm_fellows.csv,"Rice, John",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For leadership in establishing the discipline of mathematical software and in founding the journal ACM Transactions on Mathematical Software. For leadership in developing high level systems and problem solving environments for scientific and numerical applications. For serving to the computing profession in editorial and administrative positions.,,,,,,https://awards.acm.org/award-recipients/rice_1062546
acm_fellows.csv,"Rosenberg, Arnold",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to the study of graph-theoretic models of computation, emphasizing theoretical studies of parallel algorithms and architectures, VLSI design and layout, and data structures.",,,,Arnold L. Rosenberg,"affiliation: University of Massachusetts Amherst, USA",https://awards.acm.org/award-recipients/rosenberg_1037498
acm_fellows.csv,"Savage, John E",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For fundamental contributions to theoretical computer science, information theory, and VLSI design, analysis and synthesis.",,,,John E. Savage,"affiliation: Brown University, Providence, USA",https://awards.acm.org/award-recipients/savage_1091867
acm_fellows.csv,"Shaw, Mary M",1996,Mary Shaw,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Mary Shaw,Carnegie Mellon University,http://www.cs.cmu.edu/~shaw,"For significant contributions to software engineering, especially in the areas of software architecture, abstract data types, and software engineering education.",Mary Shaw,"A.J. Perlis University Professor of Computer Science, Carnegie Mellon Univeristy","[""Software Engineering"", ""Software Architecture"", ""Software Design"", ""Computer Science Education""]",Mary Shaw,"affiliation: Carnegie Mellon University, Pittsburgh, USA award (2012): National Medal of Technology and Innovation",https://awards.acm.org/award-recipients/shaw_1037829 | https://scholar.google.com/citations?user=CTXoO1AAAAAJ
acm_fellows.csv,"Vernon, Mary K",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For fundamental contributions to performance analysis of parallel computer architectures and for leadership in the computing research community.,,,,Mary K. Vernon,"affiliation: University of Wisconsin-Madison, Madison, USA",https://awards.acm.org/award-recipients/vernon_1777267
acm_fellows.csv,"Vitter, Jeffrey S.",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory of information storage and retrieval and to the design and mathematical analysis of computer algorithms.,Jeffrey S. Vitter,Distinguished Professor Emeritus and 17th Chancellor of Univ. of Mississippi,"[""Algorithms"", ""External Memory"", ""Compressed Data Structures"", ""Data Compression"", ""Databases""]",Jeffrey Scott Vitter,"affiliation: University of Mississippi, Oxford, USA affiliation: University of Kansas, Department of Electrical Engineering and Computer Science, USA affiliation: Texas A&M University, College Station, Department of Computer Science and Engineering, USA affiliation: Purdue University, West Lafayette, Department of Computer Sciences, USA affiliation: Duke University, Durham, Department of Computer Science, USA award (1985): Presidential Young Investigator Award",https://awards.acm.org/award-recipients/vitter_1852276
acm_fellows.csv,"Wasserman, Anthony I",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For technical and professional contributions to the field of software engineering.,,,,Anthony I. Wasserman,"affiliation: Carnegie Mellon Silicon Valley, USA",https://awards.acm.org/award-recipients/wasserman_1068543
acm_fellows.csv,"Wegman, Mark",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to compiler technology and to the design, implementation, and analysis of algorithms.",Mark Wegman,UC Berkeley and IBM,"[""computer science""]",Mark N. Wegman,affiliation: IBM Research award (2006): Programming Languages Achievement Award,https://awards.acm.org/award-recipients/wegman_3183738
acm_fellows.csv,"Weingarten, Fred W",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions in shaping government science and technology policy regarding computer science and engineering and understanding and raising community awareness of broader policy issues raised by information technology.,,,,Fred W. Weingarten,,https://awards.acm.org/award-recipients/weingarten_3747433
acm_fellows.csv,"Witten, Ian",1996,Ian H. Witten,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Ian H. Witten,University of Waikato,http://www.cs.waikato.ac.nz/~ihw,"For contributions to the study of how past behavior can expedite future interaction, in particular adaptive data compression, programming by demonstration, and machine learning.",Ian H. Witten,"Professor of Computer Science, University of Waikato, New Zealand","[""data mining"", ""machine learning"", ""digital libraries""]",Ian H. Witten,"affiliation: University of Waikato, Hamilton, New Zealand",https://awards.acm.org/award-recipients/witten_2046142 | https://scholar.google.com/citations?user=BSFdGw0AAAAJ
acm_fellows.csv,"Yovits, Marshall C",1996,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For efforts in establishing the Computer Science Conferences, for development of educational programs in Computer Science, and for the early support of seminal computer research.",,,,Marshall C. Yovits,award (1989): Computer Pioneer Award,https://awards.acm.org/award-recipients/yovits_1134352
acm_fellows.csv,"Abrahams, Paul W",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For his leadership as ACM President and in other offices; for contributions to programming language design and standardization; and to computing as author and lecturer.,,,,Paul W. Abrahams,,https://awards.acm.org/award-recipients/abrahams_1012285
acm_fellows.csv,"Ashenhurst, R L",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,Ashenhurst's most notable contributions in 31 years of ACM leadership were 14 years as Monograph Series editor and 17 years as editor of CACM Forum.,,,,Robert L. Ashenhurst,,https://awards.acm.org/award-recipients/ashenhurst_1004811
acm_fellows.csv,"Bernstein, Lawrence",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,Mr. Bernstein is one of the founders of network management as a technology and as a scientific discipline. His systems currently support over 100 million customers.,,,,Lawrence Bernstein,,https://awards.acm.org/award-recipients/bernstein_2486959
acm_fellows.csv,"Booch, Grady Ernest",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,Booch has pioneered the development of object-oriented analysis and design methods. He has also offered seminal contributions in software architecture and reusable software components.,,,,Grady Booch,award (2016): Computer Pioneer Award,https://awards.acm.org/award-recipients/booch_2030153
acm_fellows.csv,"Brandin, David H",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For his 20 years of ACM leadership, his research management in theoretical and applied computer science, and his contributions to the public use of computing.",,,,David H. Brandin,,https://awards.acm.org/award-recipients/brandin_1065960
acm_fellows.csv,"Brent, Richard P",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For research in the areas of parallel algorithms, computational number theory, multiple-precision arithmetic, computational complexity and numerical analysis, and leadership in Australian Computer Science.",Richard P Brent,Australian National University,"[""analysis of algorithms"", ""combinatorics"", ""number theory"", ""numerical analysis""]",Richard P. Brent,"affiliation: Australian National University, Acton, USA",https://awards.acm.org/award-recipients/brent_1107689
acm_fellows.csv,"Carpenter, Loren C",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,Loren Carpenter is a pioneer in the design of algorithms for generating faster computer graphics; his images approach photographic realism. He has continued his work in large scale computer generated visuals.,,,,Loren C. Carpenter,,https://awards.acm.org/award-recipients/carpenter_1507284
acm_fellows.csv,"Catmull, Edwin",1995,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"Dr. Edwin E. Catmull has made many and noteworthy advances in computer graphics as an individual researcher, as an inspiring leader in the field, as a director of organizations, and as a mentor for many.",Edwin Catmull,"Pixar, Disney, retired","[""animation"", ""creativity"", ""management""]",Edwin E. Catmull,award (2019): Turing Award award (2006): IEEE John von Neumann Medal,https://awards.acm.org/award-recipients/catmull_1244219
